latitude,longitude,carat,cut,color,clarity,depth,table,price,x_length,y_width,z_depth,cut_encoded,color_encoded,clarity_encoded
38.5733333,-109.5491667,0.91,Very Good,D,VS1,,56.0,5597,6.14,6.18,3.85,4,0,4
33.8816667,-118.1161111,1.23,Ideal,I,SI1,,58.0,5600,,6.86,4.25,2,5,2
44.8011111,-68.7783333,1.2,Good,I,VS1,,58.0,5600,6.6,6.65,4.29,1,5,4
32.2986111,-90.1847222,1.22,Premium,I,SI1,,58.0,5602,6.83,6.8,4.27,3,5,2
42.783333,-80.2,1.0,Premium,F,VS2,,59.0,5606,,6.34,3.94,3,2,5
41.5444444,-73.2094444,1.0,Good,F,VS2,,58.0,5606,6.32,6.26,4.04,1,2,5
36.862944,-120.782431,1.29,Ideal,J,SI1,,58.0,5607,6.96,6.99,4.3,2,6,2
45.5230556,-122.9886111,1.03,Very Good,H,VS2,,59.0,5620,6.5,6.52,3.9,4,4,5
40.351437,-84.373839,1.01,Premium,G,VS2,,61.0,5620,6.53,6.44,3.88,3,3,5
25.9561111,-80.1394444,1.21,Ideal,H,SI2,,56.0,5624,,,4.26,2,4,3
34.3991667,-118.9172222,1.26,Premium,H,SI1,,55.0,5631,7.0,6.97,4.26,3,4,2
41.9852778,-72.4466667,1.0,Premium,F,SI1,,60.0,5645,6.39,6.34,3.94,3,2,2
53.166667,-1.583333,1.0,Premium,D,SI1,,60.0,5645,,6.26,3.79,3,0,2
25.7738889,-80.1938889,1.23,Premium,I,SI1,,60.0,5648,,6.93,4.14,3,5,2
36.2702778,-121.8063889,0.9,Very Good,G,VVS2,,57.0,5653,,6.2,3.84,4,3,7
42.7883333,-71.2013889,1.2,Very Good,G,SI1,,59.0,5665,6.77,6.74,4.27,4,3,2
49.30423,-117.632072,1.29,Ideal,J,VS1,,57.0,5676,,6.98,4.31,2,6,4
35.1477778,-114.5675,1.2,Premium,H,VS1,,59.0,5678,6.78,6.74,4.23,3,4,4
35.6869444,-105.9372222,1.24,Ideal,H,VS2,,57.0,5683,6.92,6.88,4.24,2,4,5
32.77,-108.2797222,1.2,Premium,F,SI2,,59.0,5699,6.86,6.74,4.21,3,2,3
34.9022222,-110.1575,1.01,Good,F,VS2,,57.0,5700,,6.23,4.05,1,2,5
43.75,-79.2,1.05,Ideal,D,SI2,,58.0,5702,6.49,6.52,4.04,2,0,3
44.022711,-79.450837,1.01,Very Good,D,SI2,,54.0,5703,6.39,6.35,4.02,4,0,3
34.270892,-113.569874,0.3,Ideal,H,VVS2,,57.0,605,,,2.64,2,4,7
39.6416667,-77.7202778,1.35,Premium,J,SI1,,61.0,5715,,,4.35,3,6,2
27.5955556,-81.5063889,1.2,Premium,H,SI1,,58.0,5718,,,4.23,3,4,2
33.4472222,-84.1469444,1.2,Ideal,G,SI2,,57.0,5722,6.83,6.86,4.18,2,3,3
33.4483333,-112.0733333,1.0,Ideal,E,SI1,,54.2,5728,6.32,6.4,4.01,2,1,2
18.412833,-66.122193,1.17,Ideal,G,SI2,,55.0,5743,6.74,6.78,4.23,2,3,3
46.9422222,-122.6047222,0.92,Ideal,H,IF,,55.0,5758,,6.3,3.92,2,4,1
31.2516667,-89.8375,1.04,Good,E,SI1,,58.0,5766,6.46,6.39,4.1,1,1,2
28.951915,-113.562434,1.51,Premium,H,SI2,,59.0,5767,7.42,7.37,4.49,3,4,3
60.0513889,-151.6688889,1.0,Ideal,D,SI1,,56.0,5775,,6.54,3.95,2,0,2
32.8111111,-115.3794444,1.01,Very Good,G,VS2,,60.0,5779,,,3.97,4,3,5
28.5380556,-81.3794444,0.92,Very Good,D,SI1,,58.0,5779,,6.27,3.8,4,0,2
41.4758333,-75.1825,0.91,Ideal,G,VS1,,57.0,5795,6.17,6.2,3.84,2,3,4
43.4066667,-124.2230556,1.24,Ideal,H,SI2,,56.0,5797,,6.9,4.27,2,4,3
36.0152778,-83.415,1.16,Very Good,H,SI2,,59.0,5799,6.7,6.64,4.19,4,4,3
39.9522222,-75.1641667,1.5,Very Good,G,I1,,61.0,5808,7.34,7.39,4.44,4,3,0
39.8839,-75.330847,1.24,Good,E,SI2,,57.0,5809,,7.1,4.13,1,1,3
-26.093611,28.006389,1.25,Ideal,H,SI2,,57.0,5810,6.93,6.89,4.23,2,4,3
38.6858333,-121.0811111,1.09,Ideal,F,SI1,,56.0,5816,6.56,6.61,4.08,2,2,2
21.438912,-158.000057,0.3,Ideal,G,VS1,,54.0,605,4.29,4.32,2.66,2,3,4
41.4219444,-82.3647222,0.3,Very Good,H,VVS2,,57.0,605,,4.25,2.66,4,4,7
39.0911111,-94.4152778,1.1,Premium,F,SI1,,59.0,5821,,6.7,4.01,3,2,2
47.9791667,-122.2008333,1.19,Ideal,E,SI2,,57.0,5822,,,4.13,2,1,3
33.5091667,-111.8983333,1.0,Ideal,G,VS2,,56.0,5824,6.38,6.36,3.97,2,3,5
45.4077778,-122.5691667,1.01,Very Good,D,SI1,,61.0,5832,,6.4,3.98,4,0,2
34.51994,-105.87009,1.2,Very Good,H,VS2,,55.0,5833,6.74,6.67,4.24,4,4,5
37.9686111,-80.7672222,1.05,Ideal,F,SI1,,54.0,5842,6.58,6.61,4.04,2,2,2
34.0005556,-81.035,1.24,Ideal,J,VS1,,57.0,5866,6.89,6.93,4.26,2,6,4
28.7027778,-81.3386111,1.0,Premium,D,SI1,,61.0,5880,6.52,6.39,3.96,3,0,2
31.7586111,-106.4863889,1.21,Ideal,H,VS2,,55.0,5882,6.79,6.74,4.25,2,4,5
32.0833333,-81.1,1.03,Very Good,I,SI2,,58.0,5884,6.38,6.4,4.06,4,5,3
40.7519444,-80.3194444,1.33,Very Good,J,VS2,,57.0,5913,,6.96,4.43,4,6,5
39.657356,-74.86232,1.01,Very Good,G,VS2,,58.0,5919,,,3.96,4,3,5
34.7369444,-82.2544444,1.0,Good,G,VS1,,62.0,5921,,6.53,3.82,1,3,4
44.6336111,-86.2344444,1.0,Very Good,H,VVS2,,59.0,5929,6.41,6.46,3.88,4,4,7
38.788698,-90.511764,0.3,Very Good,G,VS1,,59.0,605,,4.32,2.63,4,3,4
33.6411111,-117.9177778,0.3,Very Good,G,VS1,,58.0,605,4.32,4.35,2.66,4,3,4
33.5091667,-111.8983333,1.15,Ideal,I,VS1,,56.0,5930,6.74,6.76,4.14,2,5,4
39.6580556,-78.9286111,1.14,Ideal,H,VS2,,57.0,5937,6.73,6.68,4.14,2,4,5
41.4611111,-71.7780556,1.01,Premium,G,VS2,,60.0,5946,6.37,6.35,3.95,3,3,5
34.8027778,-86.9716667,1.23,Ideal,H,SI2,,57.0,5951,6.98,6.94,4.22,2,4,3
41.6269444,-88.2038889,1.36,Premium,I,SI2,,58.0,5963,7.08,7.01,4.42,3,5,3
33.6888889,-78.8869444,1.01,Good,E,VS2,,62.0,5972,6.34,6.38,3.89,1,1,5
38.7083333,-121.3288889,1.03,Ideal,F,SI1,,56.0,5974,6.47,6.5,4.02,2,2,2
35.4427778,-84.5930556,1.07,Premium,F,VS2,,60.0,5974,,,4.03,3,2,5
31.6033333,-94.6552778,0.95,Ideal,E,VS1,,57.0,5983,6.28,6.3,3.87,2,1,4
32.753472,-79.952845,1.54,Good,I,SI2,,62.0,5989,7.63,7.5,4.38,1,5,3
47.7558333,-122.3402778,0.93,Ideal,E,SI1,,56.0,5992,6.24,6.27,3.87,2,1,2
31.4861111,-82.0172222,1.09,Premium,H,VS2,,57.0,5993,,,4.1,3,4,5
46.7638889,-89.0861111,1.05,Ideal,H,VS2,,55.0,5993,6.53,6.57,4.02,2,4,5
39.7441667,-83.8086111,1.22,Premium,H,SI1,,58.0,5997,,,4.24,3,4,2
33.3527778,-111.7883333,1.7,Very Good,F,I1,,56.0,5998,,7.51,4.78,4,2,0
40.602843,-79.564767,1.01,Very Good,G,VS2,,59.0,5999,6.52,6.59,3.88,4,3,5
47.7575,-122.2427778,1.01,Good,G,VS2,,59.0,5999,,,4.03,1,3,5
38.2775,-85.7372222,1.01,Ideal,G,VS2,,56.0,5999,,6.45,3.98,2,3,5
42.6986111,-71.1355556,1.2,Very Good,H,VS2,,57.0,6000,,,4.26,4,4,5
42.9638889,-78.7380556,1.21,Premium,J,VVS1,,59.0,6001,6.86,6.81,4.19,3,6,6
43.2080556,-71.5380556,1.2,Ideal,E,SI2,,56.0,6006,,,4.21,2,1,3
40.267194,-86.134902,1.02,Premium,E,VS2,,60.0,6032,6.58,6.48,3.94,3,1,5
33.0738889,-106.0180556,1.3,Good,H,SI2,,57.0,6042,6.94,6.87,4.4,1,4,3
44.4894444,-68.8575,1.26,Ideal,G,SI2,,55.0,6046,,7.0,4.28,2,3,3
38.005,-121.8047222,1.0,Premium,G,VS2,,60.0,6048,6.55,6.51,3.87,3,3,5
31.0011111,-89.4522222,1.0,Premium,G,VS2,,58.0,6048,6.43,6.39,3.95,3,3,5
41.9125,-88.1347222,0.3,Very Good,G,VS1,,58.0,605,,4.24,2.64,4,3,4
40.7141667,-74.0063889,1.07,Very Good,F,SI1,,58.0,6061,,6.6,4.05,4,2,2
39.2902778,-76.6125,1.05,Very Good,D,SI1,,58.0,6063,,6.74,3.98,4,0,2
42.6919444,-73.725,1.21,Premium,E,SI2,,58.0,6065,7.07,6.91,4.11,3,1,3
33.8572222,-84.02,1.21,Ideal,H,SI1,,57.0,6069,6.83,6.91,4.2,2,4,2
49.136353351,-122.821343315,1.32,Very Good,J,VS2,,57.0,6079,,7.04,4.36,4,6,5
36.0811111,-79.1694444,1.52,Premium,H,SI2,,60.0,6086,,,4.58,3,4,3
43.0966667,-71.4655556,1.35,Very Good,H,SI2,,56.0,6088,7.02,7.06,4.38,4,4,3
32.5475,-99.1655556,2.06,Good,H,I1,,58.0,6091,8.03,7.99,5.15,1,4,0
27.273049,-80.358226,1.04,Very Good,G,VS2,,54.0,6095,,6.55,4.06,4,3,5
42.7166667,-70.8791667,1.14,Ideal,H,VS2,,56.0,6095,6.68,6.65,4.17,2,4,5
14.058324,108.277199,1.12,Very Good,E,SI1,,63.0,6098,,6.73,4.11,4,1,2
39.41,-74.365,1.01,Very Good,G,VS2,,56.0,6105,6.34,6.42,3.95,4,3,5
44.7527778,-68.6794444,1.01,Ideal,G,VS2,,55.0,6108,6.49,6.46,4.01,2,3,5
46.8711111,-89.3138889,1.0,Fair,F,VS1,,61.0,6115,,,4.04,0,2,4
48.95,-57.933333,1.33,Ideal,J,VS1,,57.0,6118,7.11,7.08,4.35,2,6,4
37.8486111,-81.9936111,1.04,Premium,G,VS2,,58.0,6122,6.62,6.54,3.95,3,3,5
45.652502,5.545953,1.2,Very Good,E,SI2,,58.0,6130,6.81,6.88,4.2,4,1,3
38.7083333,-121.3288889,1.31,Premium,J,VS2,,58.0,6137,7.1,7.07,4.3,3,6,5
37.0430556,-100.9205556,1.03,Ideal,G,VS2,,57.0,6146,6.65,6.6,3.95,2,3,5
38.8047222,-77.0472222,1.04,Good,G,VS1,,64.0,6151,,,3.9,1,3,4
32.4486111,-99.7327778,1.01,Very Good,G,VS1,,58.0,6152,,,3.99,4,3,4
42.6522222,-78.8972222,1.51,Fair,I,SI2,,57.0,6156,7.14,7.0,4.7,0,5,3
45.483333,-75.65,1.01,Very Good,F,VS2,,57.0,6159,6.4,6.48,3.96,4,2,5
29.7630556,-95.3630556,1.01,Premium,F,VS2,,60.0,6159,6.51,6.58,3.97,3,2,5
42.6433333,-86.2005556,0.3,Ideal,F,VS2,,56.0,605,4.32,4.35,2.64,2,2,5
30.4013889,-86.8636111,0.27,Very Good,E,VVS2,,60.0,606,4.16,4.17,2.55,4,1,7
34.0975,-117.6475,0.29,Very Good,G,VVS1,,56.0,607,4.25,4.28,2.62,4,3,6
38.8627778,-87.2255556,1.32,Premium,I,SI1,,58.0,6171,6.99,7.04,4.36,3,5,2
40.2472222,-75.2441667,1.01,Good,D,VS2,,58.0,6176,6.3,6.24,4.01,1,0,5
40.7933333,-77.8602778,1.3,Premium,I,SI1,,59.0,6188,,,4.17,3,5,2
41.7561111,-124.2005556,1.14,Very Good,F,SI1,,62.0,6194,,,4.13,4,2,2
34.1477778,-118.1436111,1.0,Very Good,G,VS2,,59.0,6208,6.32,6.38,3.98,4,3,5
40.7069444,-81.5983333,1.5,Good,I,SI1,,56.0,6224,,7.15,4.59,1,5,2
43.9925,-72.1294444,1.09,Ideal,I,VS1,,56.0,6225,6.61,6.66,4.07,2,5,4
37.6625,-121.8736111,1.39,Ideal,J,VS2,,57.0,6252,,7.26,4.37,2,6,5
37.2705556,-76.7077778,1.24,Ideal,H,SI1,,57.0,6254,,,4.24,2,4,2
26.0027778,-80.2241667,1.14,Premium,G,VS2,,58.0,6256,6.72,6.68,4.15,3,3,5
41.9486111,-71.0736111,1.24,Premium,I,VS2,,58.0,6257,6.98,6.93,4.19,3,5,5
27.1675,-80.2663889,1.01,Very Good,F,VS2,,59.0,6257,6.49,6.61,3.88,4,2,5
-25.282197,-57.6351,1.01,Good,F,VS2,,58.0,6288,,6.34,3.9,1,2,5
36.175,-115.1363889,1.01,Very Good,F,VS2,,56.0,6289,6.29,6.34,4.02,4,2,5
-33.932104,18.860152,0.24,Very Good,F,VVS2,,56.0,608,,4.04,2.48,4,2,7
38.6272222,-90.1977778,1.3,Very Good,H,SI1,,57.0,6307,,,4.38,4,4,2
34.428671,-112.036163,1.01,Premium,F,VS2,,58.0,6330,6.44,6.49,3.93,3,2,5
37.5630556,-122.3244444,1.2,Premium,H,VS2,,59.0,6333,,,4.16,3,4,5
28.5555556,-82.4505556,1.3,Ideal,J,VS1,,57.0,6334,,,4.37,2,6,4
52.466667,-1.916667,1.01,Good,E,VS2,,56.0,6335,,,4.0,1,1,5
38.9016667,-107.9258333,1.01,Very Good,E,VS2,,60.0,6335,6.3,6.26,3.96,4,1,5
49.136353351,-122.821343315,1.37,Ideal,I,VS2,,56.0,6343,7.14,7.11,4.38,2,5,5
41.8005556,-73.1216667,1.22,Ideal,E,SI2,,57.0,6343,6.84,6.81,4.28,2,1,3
46.816667,-65.8,1.14,Ideal,G,SI2,,56.0,6346,6.66,6.69,4.16,2,3,3
47.159234,-122.274263,1.62,Premium,H,SI2,,58.0,6350,,7.41,4.69,3,4,3
51.516667,-1.783333,1.22,Premium,H,VS2,,58.0,6354,6.89,6.86,4.19,3,4,5
34.7694444,-92.2669444,1.02,Ideal,G,VS2,,57.0,6356,6.51,6.55,3.95,2,3,5
52.633333,1.3,1.39,Ideal,J,VS2,,57.0,6366,7.26,7.24,4.37,2,6,5
41.6027778,-87.7438889,1.25,Ideal,G,SI2,,55.0,6371,6.95,6.99,4.26,2,3,3
40.5141667,-88.9905556,1.05,Very Good,D,VS2,,57.0,6373,,,4.06,4,0,5
40.4311111,-79.2611111,1.2,Very Good,E,SI1,,57.0,6373,6.75,6.69,4.25,4,1,2
35.0844444,-106.6505556,1.0,Very Good,E,VS2,,59.0,6377,,6.46,3.83,4,1,5
39.0305556,-97.5938889,1.51,Ideal,H,SI2,,57.0,6384,7.39,7.36,4.55,2,4,3
41.1016667,-80.7647222,1.1,Premium,G,VS2,,58.0,6387,6.6,6.58,4.14,3,3,5
41.6005556,-93.6088889,1.09,Very Good,G,VS2,,56.0,6388,,,4.07,4,3,5
18.4136111,-66.0822222,1.27,Ideal,I,VS1,,57.0,6396,,6.89,4.32,2,5,4
-27.56056,151.953857,1.02,Premium,G,VS2,,58.0,6397,6.5,6.44,4.02,3,3,5
37.4536111,-90.7947222,0.3,Very Good,I,VS1,,54.0,608,4.32,4.29,2.73,4,5,4
33.7455556,-117.8669444,1.02,Ideal,F,VS2,,57.0,6412,6.44,6.37,3.98,2,2,5
47.9791667,-122.2008333,1.25,Ideal,I,VS2,,56.0,6419,6.87,6.92,4.31,2,5,5
29.5847222,-81.2080556,1.01,Premium,E,VS2,,58.0,6425,6.42,6.34,3.96,3,1,5
43.0480556,-76.1477778,1.01,Good,F,VS2,,58.0,6446,6.39,6.32,4.06,1,2,5
40.0455556,-86.0086111,1.07,Ideal,F,VS2,,57.0,6459,6.5,6.47,4.08,2,2,5
37.775,-122.4183333,1.03,Premium,E,VS2,,59.0,6460,6.6,6.54,3.94,3,1,5
36.1538889,-95.9925,1.01,Premium,G,VVS2,,60.0,6470,,,3.98,3,3,7
26.104527,-80.201779,1.02,Very Good,F,VS2,,58.0,6479,6.52,6.62,3.9,4,2,5
33.4483333,-112.0733333,1.05,Ideal,G,VS2,,57.0,6486,6.58,6.65,4.02,2,3,5
42.4391667,-123.3272222,1.18,Ideal,I,VVS1,,54.0,6494,6.99,6.92,4.15,2,5,6
50.396389,-4.138611,1.2,Ideal,G,SI1,,56.0,6502,,,4.21,2,3,2
39.0875,-81.9227778,1.22,Premium,I,VS1,,60.0,6504,7.02,6.96,4.15,3,5,4
34.8697222,-111.7602778,1.02,Premium,G,VS1,,58.0,6505,6.52,6.47,3.95,3,3,4
45.4077778,-122.5691667,1.02,Ideal,F,VS2,,57.0,6509,,,4.01,2,2,5
42.2505556,-83.1786111,1.5,Good,J,SI1,,56.0,6523,7.09,7.18,4.6,1,6,2
42.8405556,-106.3652778,1.11,Premium,H,VS2,,59.0,6527,6.66,6.63,4.06,3,4,5
33.4330556,-79.1216667,1.27,Premium,I,VS1,,59.0,6532,6.92,6.87,4.29,3,5,4
43.1905556,-112.3441667,0.3,Premium,H,VS2,,61.0,608,,4.29,2.63,3,4,5
34.1733333,-118.5530556,0.33,Very Good,D,SI1,,56.0,608,4.39,4.43,2.77,4,0,2
39.6427778,-84.2866667,1.11,Very Good,E,SI1,,57.0,6563,,,4.11,4,1,2
37.249053,-77.332431,1.01,Good,D,VS2,,62.0,6563,6.26,6.34,3.94,1,0,5
37.5958333,-122.0180556,1.2,Very Good,H,SI1,,57.0,6569,,,4.22,4,4,2
30.5080556,-97.6786111,1.06,Premium,G,VS2,,57.0,6582,6.65,6.61,4.04,3,3,5
44.4758333,-73.2125,2.1,Fair,G,I1,,58.0,6597,,8.01,5.19,0,3,0
33.5422222,-117.7822222,1.05,Ideal,G,VS2,,57.0,6604,,,4.02,2,3,5
48.7597222,-122.4869444,1.1,Ideal,H,VVS2,,58.0,6616,6.76,6.7,4.01,2,4,7
42.2711111,-89.0938889,1.23,Ideal,H,SI1,,54.0,6617,6.83,6.89,4.28,2,4,2
37.5455556,-97.2686111,1.01,Premium,G,VS1,,59.0,6618,,,3.99,3,3,4
40.015,-105.27,1.01,Premium,G,VS1,,59.0,6618,,6.34,3.99,3,3,4
39.8016667,-89.6436111,1.01,Good,G,VS1,,57.0,6618,6.37,6.32,4.04,1,3,4
34.2508333,-105.5961111,1.57,Premium,J,VS2,,57.0,6629,,7.52,4.52,3,6,5
26.7052778,-80.0366667,1.0,Premium,F,VS2,,59.0,6640,6.57,6.39,3.92,3,2,5
-24.957777,-53.459511,1.22,Premium,H,VS1,,59.0,6661,6.8,6.73,4.26,3,4,4
48.0519444,-122.1758333,0.33,Ideal,H,VS1,,55.0,610,4.46,4.48,2.75,2,4,4
51.356863,-1.849501,1.11,Ideal,G,VS2,,55.0,6713,6.67,6.61,4.13,2,3,5
40.7141667,-74.0063889,1.2,Good,G,VS2,,59.0,6720,,,4.3,1,3,5
43.801356,-91.239581,1.2,Ideal,H,SI1,,56.0,6742,,6.79,4.26,2,4,2
47.9130556,-122.0969444,1.07,Very Good,H,VVS2,,56.0,6751,6.54,6.59,4.03,4,4,7
33.6102778,-114.5955556,1.27,Premium,H,VS2,,59.0,6755,6.83,6.93,4.31,3,4,5
40.8577778,-74.4263889,1.07,Premium,G,VS2,,58.0,6779,,,4.05,3,3,5
47.9130556,-122.0969444,1.01,Premium,E,VS2,,59.0,6787,6.46,6.44,4.0,3,1,5
51.092903,2.979583,1.01,Ideal,E,VS2,,55.0,6787,,,3.97,2,1,5
43.9580556,-103.3580556,1.01,Ideal,F,VS2,,57.0,6787,6.46,6.42,4.0,2,2,5
40.5866667,-122.3905556,0.28,Very Good,E,VVS1,,60.0,612,4.25,4.26,2.59,4,1,6
33.6197222,-86.6088889,0.32,Very Good,G,SI1,,56.0,612,,4.35,2.77,4,3,2
44.583333,-75.683333,1.05,Ideal,F,VS2,,54.0,6810,6.54,6.58,4.04,2,2,5
41.6008333,-87.6069444,1.23,Ideal,I,VS2,,58.0,6817,,6.86,4.27,2,5,5
49.833333,-99.95,1.2,Very Good,H,VS2,,59.0,6833,6.78,6.74,4.28,4,4,5
47.3225,-122.3113889,1.5,Fair,H,SI1,,57.0,6838,7.1,7.06,4.6,0,4,2
59.167631,24.750028,1.24,Premium,D,SI2,,59.0,6840,6.87,6.91,4.23,3,0,3
33.8225,-85.8927778,1.25,Premium,G,SI1,,58.0,6856,6.97,6.9,4.21,3,3,2
40.4811111,-74.4836111,1.09,Ideal,G,VS1,,56.0,6856,6.63,6.55,4.12,2,3,4
44.8975,-85.9852778,1.06,Very Good,G,VS1,,56.0,6863,6.47,6.51,4.09,4,3,4
40.8013889,-72.8680556,1.24,Premium,F,SI1,,59.0,6874,6.86,6.9,4.24,3,2,2
37.9319444,-121.6947222,1.21,Ideal,H,SI1,,54.0,6876,6.8,6.86,4.25,2,4,2
37.7644444,-89.335,1.42,Very Good,I,VS1,,65.0,6894,7.28,7.2,4.35,4,5,4
39.0833333,-78.2183333,1.09,Premium,G,VS2,,59.0,6906,6.6,6.65,4.04,3,3,5
33.223191,43.679291,1.04,Premium,F,VS2,,58.0,6908,6.55,6.51,4.04,3,2,5
38.11528,-82.3175,1.0,Very Good,F,VS1,,63.0,6910,6.42,6.45,3.87,4,2,4
42.3875,-71.1,1.05,Ideal,G,VS2,,59.0,6914,6.62,6.65,3.94,2,3,5
42.2458333,-84.4013889,1.2,Very Good,F,SI1,,58.0,6955,,,4.18,4,2,2
64.8377778,-147.7163889,1.35,Very Good,I,VS2,,62.0,6961,6.97,7.05,4.35,4,5,5
33.2486111,-111.6336111,1.21,Premium,E,SI1,,58.0,6963,6.77,6.74,4.21,3,1,2
37.9358333,-122.3466667,0.34,Premium,E,SI1,,58.0,612,,,2.71,3,1,2
42.6525,-73.7566667,1.05,Ideal,G,VS2,,59.0,6981,6.51,6.54,4.02,2,3,5
41.0041667,-92.3736111,1.08,Premium,G,VS1,,56.0,6982,,,4.1,3,3,4
43.0730556,-89.4011111,1.23,Ideal,I,VVS1,,57.0,6989,,,4.26,2,5,6
17.92395,73.803675,1.56,Very Good,J,SI2,,63.0,6996,,7.7,4.47,4,6,3
51.270363,0.522699,1.01,Very Good,G,VS1,,57.0,7021,,6.36,4.04,4,3,4
42.4405556,-76.4969444,1.52,Good,J,SI1,,60.0,7022,7.25,7.21,4.6,1,6,2
45.666667,-72.15,1.12,Good,F,VS2,,57.0,7051,,,4.21,1,2,5
42.9766667,-78.5922222,1.5,Premium,D,SI2,,59.0,7076,7.54,7.46,4.47,3,0,3
41.4047222,-81.7230556,1.14,Premium,G,VS2,,60.0,7079,6.71,6.68,4.11,3,3,5
34.2175,-118.3694444,1.4,Ideal,H,SI2,,56.0,7084,7.18,7.23,4.41,2,4,3
42.983333,-81.25,1.01,Very Good,E,VS1,,55.0,7094,6.48,6.58,3.98,4,1,4
44.531403,-64.314502,1.21,Ideal,I,VS1,,53.0,7111,6.89,6.92,4.26,2,5,4
44.9444444,-93.0930556,1.03,Ideal,G,VS1,,57.0,7119,,6.48,4.0,2,3,4
30.63,-90.1872222,1.32,Very Good,I,VS2,,59.0,7125,7.02,7.06,4.26,4,5,5
40.6186111,-80.5775,1.01,Ideal,D,VS2,,56.0,7127,6.52,6.49,3.89,2,0,5
27.4986111,-82.575,0.31,Very Good,I,VVS1,,62.0,613,4.51,4.53,2.61,4,5,6
40.5791667,-74.4119444,0.41,Ideal,J,VS2,,55.0,613,4.8,4.82,2.97,2,6,5
53.366667,-1.5,1.01,Good,G,VVS2,,59.0,7137,,6.35,3.99,1,3,7
35.9380556,-77.7908333,1.51,Very Good,G,SI2,,58.0,7154,7.23,7.19,4.55,4,3,3
42.6525,-73.7566667,1.05,Ideal,G,VS1,,57.0,7155,6.58,6.51,4.01,2,3,4
34.1808333,-118.3080556,1.42,Ideal,I,SI1,,57.0,7157,7.23,7.15,4.45,2,5,2
42.8383333,-71.1475,1.13,Ideal,G,VS2,,57.0,7159,6.68,6.7,4.12,2,3,5
35.0844444,-106.6505556,1.07,Ideal,E,VS2,,56.0,7190,,6.62,3.98,2,1,5
47.3225,-122.3113889,1.2,Very Good,D,SI1,,58.0,7191,6.81,6.86,4.15,4,0,2
41.4994444,-81.6955556,1.06,Ideal,H,VVS1,,57.0,7193,6.55,6.53,4.01,2,4,6
32.5158333,-93.7319444,1.4,Ideal,H,SI2,,56.0,7213,7.23,7.18,4.41,2,4,3
33.7669444,-118.1883333,1.25,Very Good,H,VS2,,60.0,7227,6.77,6.83,4.28,4,4,5
39.0166667,-84.6008333,1.0,Premium,H,IF,,57.0,7235,6.54,6.47,3.94,3,4,1
39.7663889,-75.1447222,1.21,Ideal,H,VS2,,59.0,7236,6.81,6.79,4.24,2,4,5
37.3541667,-121.9541667,1.07,Ideal,E,VS2,,58.0,7240,6.53,6.61,4.06,2,1,5
39.5347222,-107.7825,1.53,Ideal,G,SI2,,57.0,7240,7.44,7.41,4.58,2,3,3
27.3361111,-82.5308333,1.55,Premium,I,SI2,,58.0,7256,7.39,7.46,4.57,3,5,3
46.82,-67.9236111,1.0,Premium,E,VS1,,60.0,7260,6.41,6.44,3.98,3,1,4
-26.66008,153.099533,1.32,Very Good,H,SI1,,57.0,7270,7.04,6.99,4.37,4,4,2
40.691613,-112.00105,1.07,Ideal,H,VVS1,,56.0,7273,6.56,6.68,4.06,2,4,6
32.2216667,-110.9258333,1.07,Ideal,G,VS2,,55.0,7275,6.55,6.57,4.06,2,3,5
35.3733333,-119.0177778,0.9,Ideal,E,VVS2,,54.0,7286,,,3.87,2,1,7
47.6105556,-122.1994444,1.36,Very Good,E,SI2,,59.0,7288,7.09,7.2,4.41,4,1,3
41.9536111,-73.5111111,0.35,Premium,E,SI1,,60.0,614,4.53,4.58,2.72,3,1,2
44.1486111,-73.3408333,0.35,Ideal,G,VS2,,53.0,615,4.53,4.56,2.84,2,3,5
47.6063889,-122.3308333,0.3,Ideal,I,IF,,57.0,615,4.28,4.3,2.66,2,5,1
40.8877778,-79.5886111,0.3,Ideal,I,IF,,56.0,615,4.26,4.28,2.67,2,5,1
44.0247222,-88.5425,0.33,Very Good,D,VS2,,60.0,615,4.52,4.46,2.73,4,0,5
42.2275,-75.9186111,0.36,Premium,F,SI1,,60.0,616,4.62,4.57,2.81,3,2,2
41.3316667,-74.3572222,1.14,Very Good,F,VS2,,60.0,7293,6.87,6.91,4.02,4,2,5
40.9477778,-90.3711111,1.2,Ideal,H,VS1,,57.0,7294,6.69,6.76,4.17,2,4,4
26.7052778,-80.0366667,1.51,Good,E,SI2,,58.0,7314,,,4.62,1,1,3
37.0791667,-106.0080556,1.52,Premium,I,SI2,,56.0,7341,,,4.59,3,5,3
28.1805556,-82.6819444,1.37,Very Good,E,SI2,,59.0,7365,6.98,7.04,4.38,4,1,3
33.2147222,-97.1327778,1.25,Ideal,H,VS2,,57.0,7365,6.92,6.88,4.29,2,4,5
28.0391667,-81.95,1.0,Very Good,E,VS1,,56.0,7367,,,3.89,4,1,4
44.9430556,-123.0338889,1.13,Ideal,F,VS2,,56.0,7369,,6.71,4.15,2,2,5
34.1808333,-118.3080556,1.2,Very Good,G,VS2,,57.0,7371,,,4.24,4,3,5
44.671195,-93.629429,1.2,Ideal,G,SI1,,57.0,7372,,,4.23,2,3,2
42.9275,-83.63,1.46,Very Good,I,SI1,,57.0,7387,7.13,7.21,4.5,4,5,2
43.1725,-101.7322222,1.7,Premium,G,SI2,,59.0,7414,7.68,7.6,4.75,3,3,3
